title,abstract,keywords,date,creators,url
PERBANDINGAN METODE DEMPSTER SHAFER DAN DECISION TREE UNTUK DIAGNOSA VIRUS INFLUENZA PADA MANUSIA,"Influenza is a disease caused by the influenza virus that can easily attack anyone. In this study compared the Dempster Shafer and Decision Tree methods for the diagnosis of influenza disease in humans. The Decision Tree method establishes rules for diagnosing influenza in humans as a support in making decisions about the disease suffered. Uncertainty calculations are needed in expert systems so that system diagnostic results can be as accurate as an expert. One method for performing uncertainty calculations is to use the Dempster Shafer method. So the purpose of this study is to find a comparison of the Dempster Shafer and Decision Tree methods for the diagnosis of influenza which is obtained through experts totaling 17 symptoms and 3 types of diseases. This study used 61 test data obtained from the practice of Dr. Nyayu Aisyah. From the test results, the Dempster Shafer method obtained an accuracy percentage of 65% while the Decision Tree method obtained an accuracy percentage of 91%. It can be concluded that the Decision Tree method is better than the Dempster Shafer method in diagnosing influenza.","Decision Tree, Dempster Shafer, Influenza",2023-05-29,"['MAULINA, SALSABELA', 'Utami, Alvi Syahrini', 'Rodiah, Desty']",http://repository.unsri.ac.id/112883/
OPTIMASI ALGORITMA NAÏVE BAYES MENGGUNAKAN ANT COLONY OPTIMIZATION UNTUK KLASIFIKASI DATA PENDERITA PENYAKIT STROKE,"Stroke is a dangerous disease that is included in the 10 deadliest diseases in Indonesia, with a very high mortality rate. To detect strokes, CT scans and MRI examinations are usually used. However, this examination is expensive and is often only carried out after someone has had a stroke. As a result, medical treatment can be delayed and the patient's condition can worsen. Therefore, it is very important for a method that can identify a patient's condition at an early stage to detect the risk of stroke by classifying whether the patient is experiencing a stroke or not. One method that is often used for classification is Naïve Bayes. However, this method has the weakness of passing data into certain classes even though the data is not relevant or relevant so it needs to be optimized by feature selection. From this, optimization was carried out using the Ant Colony Optimization algorithm for feature selection for classification using Naïve Bayes. In this research, feature selection will be carried out on the data that will be classified with Naïve Bayes using the Ant Colony Optimization algorithm. The accuracy of the Naïve Bayes method before and after being optimized with the Ant Colony Optimization algorithm was 86.45% and 95.84% without the use of resampling techniques, while with the application of resampling techniques, the accuracy was 78.69% and 79.91%.","Ant Colony Optimization, Feature Selection, Klasifikasi, Naïve Bayes, Stroke, Supervised Learning",2023-12-22,"['MINARI, KURNIA', 'Rini, Dian Palupi']",http://repository.unsri.ac.id/137557/
ANALISIS SENTIMEN OPINI PUBLIK MENGENAI VAKSINASI COVID-19 MENGGUNAKAN METODE NAIVE BAYES DAN CHI SQUARE,"In order to accelerate the handling of the spread of COVID-19 in Indonesia, 
the Government of the Republic of Indonesia has issued vaccinations for the people 
of Indonesia at the end of 2020. The vaccination is considered controversial so that 
it invites many people to give their opinions in various media. This opinion must be 
considered as an evacuation material so that the vaccination plan that will be 
carried out can run well. By utilizing data from social media Twitter, this study 
aims to analyze these responses in positive, negative, and neutral responses. 
Furthermore, public opinion grouping will also be carried out using the Naïve 
Bayes and Chi Square method to find out the topics of conversation that are often 
discussed by the public regarding the vaccination.","Vaksinasi covid-19, Naive Bayes, Chi Square, Analisis sentimen",2023-07-28,"['MONICA, CINDY', 'Yusliani, Novi', 'Satria, Hadipurnawan']",http://repository.unsri.ac.id/128671/
KLASIFIKASI PELAGGAN RESERVASI HOTE MENGGUNAKAN METODE RANDOM FOREST,"Online hotel reservations have dramatically changed booking possibilities and customer behavior. Reasons for cancellation include changes in plans, scheduling conflicts, and personal affairs. This resulted in losses that had to be faced by the hotel side. To find out the pattern of cancellation of reservations by customers can be done with a classification approach. Classification of customer reservation data that has been collected by 36 thousand from 2017 to 2018. Random forest method is a good classification method based on research (Breiman, 2001) random forest has advantages such as providing good results in classification, being able to cope with very large amounts of data training efficiently, being able to produce lower errors, and being effective for estimating missing data. Customer data has 2 classes namely NOT_cancelled (not cancelled) and cancelled (cancelled) in the customer's booking status. The study divided the data with split data ratios of 90:10, 80:20, 70:30, and 60:40 as well as tree counts of 10, 20, 30, 40, 50, 60, 70, 80, 90, and 100. The results showed that random forest managed to classify hotel reservation customers with the highest accuracy of 86.34% on 30 trees and a data split ratio of 80:20 gave the best results compared to other ratios. In addition, the random forest process will be getting longer with more data and trees being formed.","Klasifikasi, Data, Reservasi, Random Forest",2023-12-28,"['MONTELO, MONTELO', 'Arsalan, Osvari', 'Saputra, Danny Matthew']",http://repository.unsri.ac.id/137769/
ANALISIS SENTIMEN PELAYANAN BPJS MENGGUNAKAN ALGORITMA NAIVE BAYES DAN PARTICLE SWARM OPTIMIZATION,"BPJS is a legal entity aimed at providing healthcare coverage to the public. However, the increasing number of people using BPJS services has generated both support and opposition among the community. This research aims to analyze public opinions regarding the Social Security Administration Agency (BPJS) on Twitter. The method employed in this study is the Naïve Bayes Classifier with Particle Swarm Optimization (PSO) as the feature selection method. In this research, the PSO feature selection parameters are set with 40 particles, a cognitive coefficient (c1) of 1.2, a social coefficient (c2) of 0.6, and an inertia (w) of 0.1. The evaluation is conducted by comparing the Naïve Bayes method without feature selection and the Naïve Bayes method with PSO feature selection. The results indicate that the Naïve Bayes method without feature selection successfully classifies text with an accuracy of 79.1%. However, with the implementation of PSO feature selection, the classification accuracy increases to 92.2%. This demonstrates that utilizing PSO feature selection with properly set parameters improves the accuracy by 13.1%. This research providesa better understanding of public sentiment towards BPJS services and highlights the effectiveness of Naïve Bayes classification when combined with PSO feature selection in classifying public opinions related to BPJS services.


Keywords: BPJS, Feature Selection, Naïve Bayes Classifier, Particle Swarm Optimization (PSO), Sentiment analysis","Analisis Sentimen,BPJS, Naïve Bayes Classifier, Particle Swarm Optimization,Seleksi fitur
Analisis Sentimen,BPJS, Naïve Bayes Classifier, Particle Swarm Optimization,Seleksi fitur

Analisis Sentimen,BPJS, Naïve Bayes Classifier, Particle Swarm Optimization,Seleksi fitur",2023-07-26,"['MUHAMMAD, SYAUGI AFIF', 'Kurniati, Rizki', 'Arsalan, Osvari']",http://repository.unsri.ac.id/125198/
KEYPHRASE EXTRACTION MENGGUNAKAN TEXTRANK UNTUK TEXT BERBAHASA INDONESIA,"Keywords are commonly used as a form of summary from scientific publications. But in determining keywords, it requires expertise in the related field and a long amount of time because you have to read and understand the entire contents of scientific publications. Keyphrase Extraction can be a solution to get relevant keywords in a short time based on titles and abstracts from scientific publications. TextRank method is used to extract keywords. This research will perform keyword extraction using the TextRank method for Indonesian text. The evaluation results of this study showed an accuracy value of 95.53% and an f1-score of 59.32% with a threshold configuration of 80% and using all keyword candidates.","Keyphrase Extraction, TextRank, Text Berbahasa Indonesia",2023-01-03,"['MUHAMMAD, FADEL', 'Yusliani, Novi', 'Rachmatullah, Muhammad Naufal']",http://repository.unsri.ac.id/87735/
PREDIKSI HARGA GETAH KARET MENGGUNAKAN ALGORITMA MULTILAYER PERCEPTRON (MLP),"Harga getah karet merupakan harga komoditas hasil pertanian yang memiliki inflasi secara signifikan dari permintaan dan produksi yang tidak menentu di setiap saat, oleh sebab itu harga getah karet mengalami fluktuasi karena adanya pengaruh kondisi perekonomian global. Prediksi harga getah karet sangat penting untuk  membantu para petani maupun pihak  yang berkaitan mengetahui harga karet dunia yang sedang berlangsung. Tujuan dari  penelitian ini adalah untuk mengetahui tingkat error dari algoritma Multilayer Perceptron (MLP). Mean Squared Error (MSE) digunakan untuk mengukur kinerja algoritma Multilayer Perceptron (MLP) yang digunakan dalam penelitian sebagai tingkat akurasi error terhadap prediksi yang dilakukan. Histori data uji yang digunakan sebanyak 108 data dari periode bulan Januari 2014 sampai ke bulan Desember 2022. Dari analisis yang dilakukan dengan 15 percobaan terhadap data uji dengan input nilai epoch dan learning rate yang berbeda didapatkan nilai maximum loss MSE terkecil 0.0058 pada percobaan epoch 500 dan learning rate 0.01.","Harga Getah Karet, Prediksi, Multilayer Perceptron, Mean Squared Error",2023-09-28,"['MULYANI, ROSA', 'Utami, Alvi Syahrini', 'Marieska, Mastura Diana']",http://repository.unsri.ac.id/129295/
DIALOGUE HISTORY HANDLING PADA E-COMMERCE CHATBOT BERBASIS FINITE STATE MACHINE,"Chatbots are very popular as a means to enhance customer interactions and facilitate the shopping process in the e-commerce field. This research discusses an innovative approach utilizing chatbots based on the Finite State Machine (FSM) to facilitate the easy laptop ordering process within the e-commerce environment. The Finite State Machine (FSM) is a mathematical model used to represent systems that can exist in a limited number of states and transition from one state to another based on received inputs. In the context of chatbots, FSM is employed to govern the behavior of the chatbot by defining states, transitions, and actions based on user inputs. There are 5 scenarios where users can request information regarding recommendations, prices, specifications, availability, and laptop ordering. The research results show that the performance of the chatbot FSM is good, with an accuracy of 96%, and the average interactions between users and the chatbot align with the predefined scenarios.

Keywords: chatbot, Finite State Machine, e-commerce, customer service, laptop.","chatbot, Finite State Machine, e-commerce, customer service, laptop",2023-08-01,"['MUSDALIFA, NILAM', 'Abdiansah, Abdiansah']",http://repository.unsri.ac.id/125712/
KEYPHRASE EXTRACTION DENGAN MENGGUNAKAN PRE-TRAINED LANGUAGE MODELS BERT DAN TOPIC-GUIDED GRAPH ATTENTION NETWORKS,"The increase in the amount of information and documents has made it difficult for individuals to search for information that matches relevant keywords. This poses a challenge in managing and accessing the required information. One solution to address this challenge is the use of Keyphrase Extraction Systems. These systems aim to generate keyphrase that represent the content of documents, enabling users to find documents based on relevant keywords related to the topic they are searching for. This research use an approach to keyphrase extraction that combines the use of pre-trained language models such as BERT and Topic-guided Graph Attention Networks. This method allows for the capture of semantic relationships between words in documents based on their topics. Empirical studies were conducted on a dataset containing 100 accredited scientific journal publications from Sinta 2 and Sinta 3 to evaluate the system's performance. The experimental results show a precision value of 0.058, a recall value of 0.070, and an F1-score of 0.062 for the five generated keywords across the entire tested dataset.","Keyphrase Extraction, Topic-Guided Graph Attention Networks, Pre-Trained Language Models BERT",2023-12-21,"['NABILAH, AINI', 'Yusliani, Novi', 'Darmawahyuni, Annisa']",http://repository.unsri.ac.id/137502/
CLUSTERING BODYFAT MENGGUNAKAN ALGORITMA K-MEANS CLUSTERING,"Clustering is one of several techniques used in data mining, which is to group data based on the degree of similarity. The greater the degree of similarity of the data, it will be placed in the same cluster. One of the clustering techniques is K-Means Clustering. This study aims to determine the best cluster results from bodyfat data used as a reference in providing appropriate services based on the average centroid value in each cluster affected by 15 attributes. The clustering results are then evaluated using the Davies Bouldin Index (DBI) value. In this study, after testing 3 times, the lowest DBI evaluation results were obtained in Cluster 9 from Cluster 2 to 10 of the number of clusters. The final results obtained by Centroid 1 to 9 sequentially have the number of members which are 24,17, 22, 55, 31, 30, 25, 16, and 32.","Algoritma K-Means, Clustering",2023-01-05,"['NALA, INDA', 'Yusliani, Novi', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/89973/
PENDETEKSIAN PEMAKAIAN MASKER WAJAH MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK,"Pemakaian masker merupakan salah satu langkah untuk mencegah penyebaran suatu penyakit. Pemakaian masker tersebut berdasarkan kebutuhan, seperti sedang sakit, sedang melakukan kontak dekat dengan orang yang terinfeksi penyakit menular. Pemakaian masker ini dianjurkan di tempat-tempat tertentu seperti UGD, rumah sakit, dan KRL. Deteksi pemakaian masker wajah dapat dilakukan dengan mendeteksikan gambar orang yang menggunakan atau tidak menggunakan masker. Salah satu cara untuk mendeteksi citra orang dengan atau tanpa masker adalah menggunakan metode Convolutional Neural Network (CNN). CNN merupakan salah satu algoritma deep learning yang memiliki performa yang baik dalam deteksi citra. Hasil model alexnet memiliki akurasi 0.98, presisi 0.98, dan recall 0.98. Penelitian ini membuktikan bahwa Metode CNN dapat menghasilkan akurasi, presisi, dan recall yang tinggi dalam mendeteksi penggunaan masker.","pendeteksian masker wajah, computer vision, Convolutional Neural Network(CNN)",2023-06-14,"['NOUVAL, REZKY FACHRI', 'Samsuryadi, Samsuryadi', 'Rizqie, M. Qurhanul']",http://repository.unsri.ac.id/125794/
SISTEM PENDUKUNG KEPUTUSAN PENILAIAN KINERJA GURU SMK YPIP PENDOPO MENGGUNAKAN METODE PROFILE MATCHING,"In this study, the Profile Matching method was used to assess teacher 
performance. The existing data is historical data on teacher performance 
assessment in the form of documents. The stage carried out is to compare the 
GAP difference value from each criterion and sub-criteria value. In this study, the 
Profile Matching method was used to assess teacher performance. The existing 
data is historical data on teacher performance assessment in the form of 
documents. . From the data that has been researched by the author then 
calculated based on the highest ranking order. Software testing is carried out by 
comparing the results of system calculations and school calculation results. 
Based on the test results, an accuracy value of 77.79% was obtained.","Sistem Pendukung Keputusan, Guru, Kinerja Guru, Profile
Matching.",2023-12-28,"['NUGROHO, M FAUZAN SETYO', 'Yunita, Yunita', 'Satria, Hadipurnawan']",http://repository.unsri.ac.id/141370/
PENGAMANAN DAN PENYEMBUNYIAN PESAN PADA AREA TEPI DARI CITRA DIGITAL MENGGUNAKAN METODE LEAST SIGNIFICANT BIT DAN ALGORITMA BLOWFISH,"The process of cryptography produces random text that can obscure a message, making it difficult for others to read. However, cryptography itself is still not strong enough to secure the message, so steganography is needed to conceal the existence of the message from the human eye. Besides hiding the message, another objective is to assess the impact of message embedding. In the process of encrypting and decrypting the message, the Blowfish algorithm is used, while message embedding utilizes the Least Significant Bit steganography, and edge detection is performed using the Canny algorithm. Through research conducted with the combination of cryptography and steganography, an excellent image is obtained with a PSNR value of 76.6932 and MSE of 0.0013 for a message length of 64 bytes. Meanwhile, visually, the results show a relatively similar appearance between the host image and the stego image.","kriptografi, Blowfish, edge detection, Canny, steganografi, Least Significant Bit (LSB)",2023-07-28,"['NUR, ARVIANSYAH', 'Supardi, Julian', 'Rachmatullah, Muhammad Naufal']",http://repository.unsri.ac.id/126936/
KLASIFIKASI EMOSI PADA TWITTER MENGGUNAKAN BIDIRECTIONAL LONG SHORT TERM MEMORY,"Twitter is one of the social media platforms where users can share messages. These messages often contain emotions. The conveyed emotions in these tweets can be recognized through an emotion classification process. However, the text data in tweets is often unstructured, so the appropriate method needs to be applied for emotion classification. The method used in this research involves the utilization of Deep Learning algorithm, specifically Bidirectional Long Short Term Memory (Bi-LSTM), which is an extension of the Long Short Term Memory (LSTM) method for emotion classification. The emotion classification process in this research utilizes 3185 data, which is then divided into 80% training data and 20% testing data. Additionally, the use of Word2Vec word embedding is implemented to maximize the results. After tuning the hyperparameters using random search, the best final result for the Bi-LSTM model is obtained with a dropout layer of 0.2, hidden units of 128, dropout in the Bi-LSTM layer of 0.3, recurrent dropout of 0.4, 10 epochs, and a batch size of 32. The final evaluation results reach an accuracy of 78% with macro precision, macro recall, and macro F-Measure averaging at 79%, 78%, and 78% respectively. Similarly, the weighted precision, weighted recall, and weighted F-Measure reach 79%, 78%, and 78% respectively, which is considered good for analyzing emotions in Twitter texts.","Emotion Classification, Twitter, Word2Vec, Bidirectional Long Short Term Memory",2023-06-26,"['PANE, RACHEL', 'Abdiansah, Abdiansah', 'Rodiah, Desty']",http://repository.unsri.ac.id/115161/
"KRIPTOGRAFI AES DAN AUTENTIKASI HMAC UNTUK
SISTEM PENGAMANAN PESAN TEKS BERBASIS ANDROID","In the rapidly evolving communication era, the security of text messages has
become crucial. The use of efficient and secure cryptographic algorithms,
considering the limitations of device resources, is an urgent step to protect user
information from unauthorized parties. This research focuses on the integration of
the AES cryptographic scheme and HMAC authentication. The goal is to effectively
secure text messages in terms of security and authenticity with minimal resources.
The study involves texts ranging from 10-100 characters, and the test results
indicate that the combination of AES cryptography and HMAC authentication is
considered effective as it complies with the Strict Avalanche Effect standard. The
addition of authentication also enhances message security without a significant
increase in processing time, with average encryption and decryption times of 0.64
ms and 0.45 ms, respectively, compared to using AES cryptography alone, which
has times of 0.55 ms and 0.39 ms.","keamanan pesan, pesan teks, AES, HMAC, Avalanche Effect, Android.",2023-12-22,"['PARADISAFA, AGUNG DWI', 'Arsalan, Osvari', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/137362/
"IMPLEMENTASI MARKOV MODEL PADA PERUBAHAN STATE NPC DALAM GAME RPG ""THE DUNGEON""","Nowadays, technology is undergoing a tremendous development. One of the developments is the forming of one of the form of technology development called games. In games theres a component called NPC that can move itself that happens in several step or states. In general NPC state changes commonly use FSM (Finite State Machine) method. Theres another method like markov method that usually used to predict likely future event based on current event. Researcher used markov method to change NPC state in RPG Game “The Dungeon”. Researcher will change the NPC current status using markov method in 6 scenarios, with various amount of NPC like 1 NPC, 2 NPC, and 10 NPC,which will tested in 2 levels with different level size. This research resulted a conclusion that the size of the level, the number of NPCs, and the NPCs starting position and the player starting position affect the spawn frequency of a state and the number of NPC state shift","Game, Artificial Intelligence",2023-04-14,"['PERDANA, JUTARIS AGUNG', 'Primartha, Rifkie', 'Primanita, Anggina']",http://repository.unsri.ac.id/103454/
KUERI STOK BARANG PADA E-COMMERCE CHATBOT BERBASIS TEXT-TO- SQL,"The use of a database as a data storage medium is very important, especially for  e-commerce owners in storing information about the products they sell. Besides  being used to store data, the use of databases makes it easier to search and  process data, overcome data redundancy, maintain data consistency, and the  costs incurred are quite cheap. In its use, one needs to write the right query so  that it can be understood by the computer. Usually, such queries are written in the  form of Structured Query Language (SQL). However, the problem arises that for  people who do not have an IT background, this can be a problem as they may not  be familiar with SQL and database structures. Therefore, the question arises how  a non-IT person can use a database without the need to learn SQL and its  structure. In this study, research will be conducted on the conversion of text or  natural language into SQL, so that people who do not have an IT background can  use the database without the need to learn SQL and its structure. Therefore, this  research will develop a Text-to-SQL system on a chatbot that can facilitate access  to interact with the database. The system works by converting natural language  into SQL queries. The method used to convert natural language into SQL queries  is Semantic Parsing. This method allows computers to understand the meaning  and structure of sentences in natural language and convert them into SQL  commands that can be understood by the database. In this study, the use of the  Semantic Parsing method in building a Text-to-SQL system achieved a good  accuracy rate of 81%.","E-commerce, Chatbot, Text-to-SQL, Semantic Parsing",2023-07-24,"['PRADANA, ANDREAN', 'Abdiansah, Abdiansah', 'Satria, Hadipurnawan']",http://repository.unsri.ac.id/123010/
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN BENIH PADI UNGGUL DAERAH BELITANG II OKU TIMUR MENGGUNAKAN METODE ANALITYCAL HIERARCHY PROCESS (AHP) DAN WEIGHTED PRODUCT (WP),"Farmers in the East Belitang II OKU area still have not received satisfactory yields. The many types of rice seeds make farmers confused in choosing quality rice seeds. Decision Support Systems (DSS) have become an important tool in various fields to assist decision making. In this study, two DSS methods, namely the Analytical Hierarchy Process (AHP) were used to determine the relative weight of the criteria used in selecting superior rice seeds. After getting the relative weight of the criteria. Then the Weighted Product (WP) method is used to calculate the suitability score of superior rice seeds so as to provide accurate and effective results in helping farmers in the East Belitang II OKU Region. The result of the level of accuracy obtained from these two methods is 86.6%.","Analytical Hierarchy Process (AHP), Belitang II Oku Timur, Superior Rice Seeds, Decision Support Systems (SPK), Weighted Products (WP).",2023-07-27,"['PRATAMA, DIMAS FIRANDA AGUNG', 'Kurniati, Rizki']",http://repository.unsri.ac.id/127255/
DIAGNOSA PENYAKIT IKAN CUPANG MENGGUNAKAN METODE FUZZY LOGIC SUGENO DAN FORWARD CHAINING,"Ikan cupang sangat digemari oleh masyarakat segala usia yang menjadikan ikan cupang sebagai usaha kecil menengah yang menganggap ikan cupang sebagai bisnis, namun pemeliharaan ikan cupang justru sebaliknya. Mudahnya beternak ikan cupang dan ketidaktahuan dalam merawat ikan cupang yang baik dapat menyebabkan kematian pada ikan cupang yang disebabkan oleh berbagai penyakit. Oleh karena itu dibuatlah sistem pakar untuk mendiagnosa penyakit pada ikan cupang. Pada penelitian ini digunakan metode Forward Chaining untuk mendiagnosa penyakit ikan, sedangkan metode Fuzzy Sugeno untuk menentukan tingkat keparahan penyakit. Akurasi yang dihasilkan oleh sistem berdasarkan pengujian yang dilakukan dengan menggunakan 100 data adalah 93%.","Ikan cupang, Fuzzy Sugeno, Forward Chaining, Sistem Pakar",2023-07-18,"['PRATAMA, M WAHYU', 'Utami, Alvi Syahrini', 'Kurniati, Rizki']",http://repository.unsri.ac.id/126799/
ANALISIS SENTIMEN CALON PRESIDEN 2024 PADA TWITTER MENGGUNAKAN SUPPORT VECTOR MACHINE,"Twitter has many features that can be used. One of these features is that users can share tweets or news in the form of text, photos or videos. One of the useful data on information is sentiment analysis. To find out how much the response from the public is related to the 2024 Indonesian presidential election, is it more inclined to positive sentiment, negative or neutral sentiment. One method of sentiment analysis is SVM (Support Vector Machine). The sentiment analysis on social media Twitter on presidential candidates in the 2024 election using the SVM method was tested on various percentage of data. From the test, the accuracy value is 0.66%. Several factors that influence the level of accuracy value are the percentage of training data and testing data, the data pre-processing process performed, and the percentage of positive data negative or neutral.","Twitter, SVM(Support Vector Machine), Pemilihan Umum",2023-08-03,"['PRATAMA, M.RIZKY ZULPA', 'Abdiansah, Abdiansah', 'Alfarissi, Alfarissi']",http://repository.unsri.ac.id/127472/
ANALISIS SENTIMEN OPINI PUBLIK MENGENAI HARGA MINYAK BBM DAN MINYAK GORENG PADA TWITTER MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK (CNN),"The rapid growth of social media has made it easier for people to express their opinions on online platforms such as blogs, web forums, and social media platforms like Instagram, Facebook, and Twitter. Information and comments spread on Twitter encompass various types, including positive, negative, and neutral remarks. Currently, extensive research has been conducted in the field of Natural Language Processing (NLP), specifically focusing on sentiment analysis. Based on this, a software tool has been developed to predict sentiment analysis using the Convolutional Neural Network (CNN) method. The dataset used in this research consists of tweets related to the topic of rising cooking oil and fuel prices from July 27, 2022, to August 18, 2022, totaling 601 tweets. The data was processed into four variations of datasets, based on data splitting ratios of 70:30 and 60:40, and different pre-processing stages, either through all Pre-Processing processes or only through tokenizing.The research results indicate that the model trained using data with a 70:30 data splitting scheme and undergoing full Pre-Processing has the best performance, with an accuracy value of 0.63055, precision of 0.57934, recall of 0.68477, and F1-Score of 0.55286","Analisis Sentimen, Convolutional Neural Network (CNN), Pra-Pengolahan, Tweet",2023-06-26,"['PRATAMA, MUHAMMAD TIANSYAH', 'Samsuryadi, Samsuryadi', 'Anggina, Primanita']",http://repository.unsri.ac.id/122532/
ANALISA PERBANDINGAN FUZZY LOGIC SUGENO DAN MAMDANI UNTUK MEMPREDIKSI JUMLAH PRODUKSI AIR MINUM DALAM KEMASAN BERDASARKAN DATA PERSEDIAAN DAN PERMINTAAN,"Bottled drinking water (AMDK) is drinking water that is ready for consumption without having to go through the heating process first and its practical use, so now many people choose to use AMDK which makes the amount of AMDK production increase. The amount of bottled water production needs to be planned appropriately because it can affect the level of sales and market demand. To plan the amount of AMDK production in the future is not easy because of the uncertainty of the existing factors. Therefore, a system is needed that can predict the amount of AMDK production in the future to make it easier for companies to make decisions. In this study, the amount of production will be predicted and compared the results using Sugeno and Mamdani methods. In the context of consistent and measurable production quantity prediction sugeno and mamdani methods are more commonly used and easier to understand and apply. Predictions were made based on 87 data that have been obtained. From the results of comparative analysis conducted MAPE results obtained by 43.66% for sugeno method and 32.5% for mamdani method. As for MAE results obtained 36650.14 for sugeno method, and 42060.06 for mamdani.","AMDK, production amount, prediction, Sugeno method, Mamdani method, MAPE, and MAE",2023-06-26,"['PRATIWI, YUNIAR', 'Utami, Alvi Syahrini', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/114993/
KLASIFIKASI STATUS GIZI BALITA DENGAN MENGGUNAKAN METODE K-NEAREST NEIGHBOR,"Pentingnya aspek gizi sebagai pondasi dalam upaya pembangunan bangsa menunjukkan perlunya upaya serius dalam menangani permasalahan kekurangan gizi di Indonesia. Hingga saat ini, penanganan masalah gizi di negara ini lebih difokuskan pada anak-anak yang berusia di bawah lima tahun melalui pemantauan data antropometri anak setiap bulan oleh karena itu untuk mempermudah pemantauan maka di bangun suatu sistem pengklasifikasin status gizi balita menggunakan metode K-Nearest Neighbor (KNN) dengan memanfaatkan data antropometri. Proses pelatihan model KNN dioptimalkan melalui penerapan K-Fold Cross Validation untuk meningkatkan validitas hasil. Data antropometri, termasuk usia,tinggi badan, berat badan, dan lingkar lengan, diukur sebagai variabel prediktor utama.Dengan menggunakan K-Fold Cross Validation, model KNN diuji dan dievaluasi untuk menilai performa dan ketahanannya terhadap variasi dataset. Analisis hasil dilakukan melalui Confusion Matrix untuk mengidentifikasi tingkat keberhasilan klasifikasi dan mengukur akurasinya.Dan akurasi yang didapatkan dengan menggunakan berbagai nilai k pada pengujian didapatkan rata-rata akurasi sebesar 0.977.","Antropometri, K-Nearest Neighbor, K-Fold-CrossValidation, Confusion Matrix",2023-12-19,"['PURBA, JOSIE G.F', 'Yunita, Yunita', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/139038/
OBJEK TRACKING PENGUNJUNG PERPUSTAKAAN MENGGUNAKAN METODE HISTOGRAM OF ORIENTED GRADIENT BERBASIS VIDEO CCTV,"Surveillance in the library is significantly aided by the presence of CCTV surveillance cameras installed in specific pathways frequented by library visitors. Given the substantial number of visitors, it becomes essential to record the visitor count to gauge the extent of library utilization. Detection and tracking of human objects pose unique challenges in developing software on computers to recognize human entities within video footage. A video is composed of a series of frames, encompassing human objects that need to be extracted. Not all frames are processed to save time; hence, keyframe selection is employed. This extraction process can be carried out using various methods, one of which is the Histogram of Oriented Gradient (HOG) method. Support Vector Machine (SVM) is employed to distinguish between the extracted human objects and non-human elements. The software developed in this research demonstrates effectiveness in tracking individuals and quantifying their numbers, achieving an accuracy rate of 61.8%.","Histogram of Oriented Gradient, Support Vector Machine, Object Tracking",2023-07-31,"['PUTRA, ABENG ANDIKA', 'Fachrurrozi, Muhammad', 'Primanita, Anggina']",http://repository.unsri.ac.id/127125/
PREDIKSI PENGGUNAAN LISTRIK PADA SEBUAH RUMAH MENGGUNAKAN LONG SHORT-TERM MEMORY,"Prediction, also known as forecasting, is the process of estimating events that will occur in the future. In this research, software is developed that can predict electricity usage in a house using the Long Short-term Memory method, which is a Recurrent Neural System designed to overcome vanishing gradient problem. In this research, the model training is done with 2 configurations: split train-validation data into 80%-20%, split cross validation, for 2 model architectures: 2 layer LSTM and 3 layer LSTM each trained with 100, 150, and 200 epochs to see which configuration produces a model with the lowest prediction error. The results showed that the model trained using the split cross validation configuration epoch 150 with 3 layer LSTM had the lowest prediction error among the other configurations with an RMSE of 3.616.","Prediction, Long Short-term Memory, Split Cross Validation, RMSE, Prediction Error.",2023-07-28,"['PUTRA, ANANDA MEILIZAR DWI', 'Arsalan, Osvari']",http://repository.unsri.ac.id/127129/
KLASIFIKASI KOMENTAR BULLY PADA TIKTOK MENGGUNAKAN SUPPORT VECTOR MACHINE DAN CHI-SQUARE FEATURE SELECTION,"TikTok has been named the world’s most popular social media platform because it has been downloaded by more than 1 billion users. The high level of TikTok use makes it allows for free opinion to anyone. It can cause bullying on TikTok because some users do not understand the ethics of socializing through social media. The victims experienced higher levels of depression than other verbal acts of violence.  TikTok developers can prevent bullying by using policies such as word detection and filtering features that indicate comments fall under the category of bullying or non-bullying comments. To classify bullying forms in TikTok, this research uses the Support Vector Machine method to classify the data and Chi-Square Feature Selection to reduce the number of features in the comment data. Tests were carried out using the Linear, Polynomial, and RBF kernel functions with the C parameter, namely 0,1, 1, and 10 for each kernel. The results of this research show that the Support Vector Machine method with Chi-Square Feature Selection has a better performance.  This was proven by the increased accuracy in RBF kernel C=0,1 which was 0,20.","Support Vector Machine, Chi-Square, TikTok",2023-03-10,"['PUTRI, AMELIA', 'Abdiansah, Abdiansah', 'Utami, Alvi Syahrini']",http://repository.unsri.ac.id/91602/
